cons_id,def_id,english,arabic
10728,125668,Successfully Saved.Would you like to Distribute?,تم الحفظ بنجاح. هل تحب أن توزّع؟
10729,,Successfully Sent,
10730,125669,successfully stored.,تم الحفظ بنجاح
10731,,Successfully upgraded,
10732,125670,Successfully upgraded the database.,تمت ترقية قاعدة البيانات بنجاح
10733,125671,Successfully upgraded the following database,تم ترقية قواعد البيانات التالية بنجاح
10734,,Successfully Validated claim,
10735,125672,successfully.,بنجاح
10736,,Suffix,
10737,,"Suggestions for the Imp/Plan are built from the Exam, the Past Ocular History (POH and POS) and the Past Medical History (PMH)",
10738,125673,Suicide,إنتحار
10739,,Suite,
10740,125674,Summary,موجز
10741,125675,Summary of,موجز ل
10742,,Summary of Acuities for this patient,
10743,,Summary Of Care Provided?,
10744,,Summary of Care Provided?,
10745,,Summary of Care Sent,
10746,,Summary of Care Sent Electronically,
10747,125676,Sun,الأحد
10748,,Sundanese,
10749,125677,Sunday,الأحد
10750,125678,Superbill,قوائم بيان مفردات الخدمة المقدمة للتأمين/صحيفة المصاريف
10751,125679,Superbill Codes,رموز قوائم بيان مفردات الخدمة المقدمة للتأمين/صحيفة المصاريف
10752,125680,Superbill Codes Administration,إدارة قوائم بيان مفردات الخدمة المقدمة للتأمين/صحيفة المصاريف
10753,,Superbill Codes Administration (superbill),
10754,125681,Superbill Report,تقرير قوائم بيان مفردات الخدمة المقدمة للتأمين/صحيفة المصاريف
10755,125682,Superbill/Fee Sheet,قوائم بيان مفردات الخدمة المقدمة للتأمين/صحيفة المصاريف
10756,125683,Superbills,قوائم بيان مفردات الخدمة المقدمة للتأمين
10757,125684,"Superbills, sometimes referred to as Encounter Forms or Routing Slips, are an essential part of most medical practices.",قوائم بيان مفردات الخدمة المقدمة للتأمين (صحيفة المصاريف) يقصد بها نوعية الخدمات الطبية مفنطة علي حسب التشخيص و موقعة من المستشفي لإستلام مبلغ التأمين الصحي
10758,125685,Superuser,مستخدم مميز-يملك جميع الصلاحيات
10759,,"Superuser - can delete patients, encounters, issues (super)",
10760,125686,Supervising,يشرف على
10761,,Supervising Doctor,
10762,125687,Supervising Doctor DEA,الطبيب المشرف علي الأدوية المخدرة
10763,125688,Supervising Doctor First name,الأسم الأول للطبيب المشرف
10764,125689,Supervising Doctor Last name,الأسم الأخير للطبيب المشرف
10765,125690,Supervising Doctor NPI,رقم المزوّد الوطني للطبيب المشرف
10766,125691,Supervising Doctor UPIN,UPIN للطبيب المشرف
10767,,Supervising Provider,
10768,,Supervisor,
10769,,Supplier,
10770,125692,Supplier facility name,اسم الجهة المشرفة
10771,125693,Support calendar events that apply to multiple providers,أحداث تقويم الدعم المطبقة علي عدّه مزودين
10772,125694,Support export/import of configuration data via the Backup page.,استيراد/تصدير بيانات التهيئة للدعم عن طريق صفحة الإحتياط
10773,125695,Support Multi-Provider Events,أحداث الدعم المطبقة علي عدّه مزودين
10774,,Support Phone Number,
10775,,Support provider in line item in fee sheet,
10776,,Supports AES-256-CBC encryption/decryption only.,
10777,125696,Supports TripleDES encryption/decryption only.,يدعم تشفير و فك التشفير لTripleDES فقط.
10778,,sup{{superior}},
10779,125697,Surface Type,نوع السطح
10780,,Surgeon,
10781,125698,Surgeries,عمليات
10782,125699,Surgery,عملية
10783,125700,Surgery Issue List,قائمة مشاكل العمليات
10784,125701,Suspended,معطل
10785,125702,suspension,إيقاف عن العمل
10786,,Su{{Sunday}},
10787,125703,Svc Date,تاريخ ال Svc
10788,125704,Svc Date:,تاريخ ال Svc:
10789,,Swahili,
10790,,Swati,
10791,125705,Sweating:,تعرق:
10792,125706,Swedish,اللغة السويدية
10793,125707,Swelling,تورم
10794,125708,Swelling Right,تورم -يمين
10795,125709,Swollen Joints,تورم المفاصل
10796,125710,Swollen Lymph Nodes,تورم الغدد اللمفاوية
10797,125711,Symbol used as the decimal point for currency. Not used if Decimal Places is 0.,رمز مستخدم كفاصلة عشرية للعملة. لا تستخدم لو اﻷماكن العشرية تساوى 0.
10798,125712,Symbol used to separate thousands for currency.,رمز مستخدم كفاصلة الالاف للعملة.
10799,125713,Symptoms,أعراض
10800,,Sync Frequency,
10801,,Synchronization with MedEx is paused,
10802,125714,Synchronize,زامن
10803,125715,Synchronize translations with custom language table.,زامن التراجم مع جدول اللغة المكون حسب الطلب.
10804,125716,Synchronized new custom constant:,زامن الثابت الجديد المكون حسب الطلب:
10805,125717,Synchronized new custom language:,زامن اللغة المكونة حسب الطلب:
10806,125718,"Synchronized new definition (Language, Constant, Definition):","زامن التعريف الجديد (اللغة, الثابت و التعريف):"
10807,125719,Syncope,فقدان الوعي
10808,125720,Syndromic Surveillance,ترصد المتلازمات
10809,125721,Syndromic Surveillance - Non Reported Issues,ترصد المتلازمات - الأحداث الغير المبلغ عنها
10810,125722,Syndromic Surveillance Report,تقرير ترصد المتلازمات
10811,125723,"Synovitis, impingement, bursitis","التهاب الأغشية المصلية المفصلية, التهاب كيسي"
10812,125724,System,نظام
10813,,System Error Logging Options,
10814,,System Error Logging Options.,
10815,,"system, user, and offline_access scopes require confidential app permissions.",
10816,,Systolic,
10817,,S{{Saturday}},
10818,,"s{{suffix to make Document plural, ie. Documents}}",
10819,,S{{Sunday}},
10820,125725,T,ت
10821,,T-Score,
10822,125726,t.i.d.,ثلاث مرات باليوم
10823,125727,T.V.,تلفاز
10824,,Tab Log,
10825,125728,Table,جدول
10826,,Table Action,
10827,,Table Args,
10828,,Table Code,
10829,125729,Table creation failed,فشل إنشاء جدول
10830,125730,Table update failed,فشل تحديث الجدول
10831,,Tables,
10832,125731,tablet,حبة دواء
10833,,Tabs,
10834,,Tabs Layout Theme,
10835,,Tabs Layout Theme (need to logout/login after change this setting),
10836,,Tag to Encounter,
10837,,Tag to Image Procedure,
10838,,Tag to Procedure,
10839,125732,Tagalog,تاجالو (لغة الفلبين)
10840,,Tagline text on the login page,
10841,,Tahitian,
10842,,Tajik,
10843,125733,Take,يأخد
10844,,Take care and click on the black + sign on the Electrolyte Panel line to create these Discrete Results,
10845,125734,"Take Insurance, from Drop Down","اختيار التأمين, من القائمة"
10846,125735,"Take Payment From, from Drop Down",اختيار طريقة الدفع من القائمة
10847,125736,Takeback,إسترجاع
10848,125737,Takes long,يستغرق وقتا
10849,,Takes you to the Register Time Based One Time Password Key - TOTP page,
10850,,Takes you to the Register Universal 2nd Factor Key - U2F page,
10851,125738,Tall Navigation Area,منطقة ملاحة طويلة
10852,,Tamil,
10853,,Tamper Date,
10854,,Tampered Checksum,
10855,125739,Target and source DOB do not match,تاريخ ميلاد الهدف و المنشأ غير متطابقين
10856,125740,Target and source pid may not be the same!,إشتقاق الهدف و المنشأ يجب أن يكونا غير متطابقين
10857,125741,Target and source SSN do not match,رقم التأمين الأجتماعي للهدف و المنشأ غير متطابقين
10858,125742,Target Date,الموعد المستهدف
10859,125743,Target Patient,المريض المستهدف
10860,125744,Target patient has no DOB,لايوجد تاريخ ميلاد للمريض المستهدف
10861,125745,Target patient not found,لم يتم العثور على المريض المستهدف
10862,125746,Target/Action Groups,مجموعات الهدف/الفعل
10863,,Targets,
10864,,Taskman: Documents in openEMR,
10865,,Tatar,
10866,,Tax Id,
10867,125747,Tax ID,رقم بطاقة الضرائب
10868,125748,Tax Rate,معّدل الضرائب
10869,125749,Taxes,الضرائب
10870,125750,Taxonomy,علم التصنيف
10871,,TA{{temporal arteries}},
10872,,TB,
10873,,TBUT,
10874,,TBUT{{tear breakup time}},
10875,125751,Td,لقاح التيتانس و الدفتيريا
10876,125752,Team Injury Overview,مراجعة إصابة الفريق
10877,125753,Team Roster,لائحة الفريق
10878,125754,Team Roster View,عرض لائحة الفريق
10879,125755,Team/Squad,فريق/فرقة
10880,,Tear Break Up Time,
10881,125756,Tel,تليفون
10882,,Telehealth,
10883,,Telephone,
10884,125757,Telephone Country Code,مفتاح الدولة
10885,,Tell me more,
10886,,Telugu,
10887,125758,Temp,الملفات المؤقتة
10888,125759,Temp Location,موضع الملفات المؤقتة
10889,125760,Temp Method,طريقة الملفات المؤقتة
10890,,Temp. Art.{{temporal arteries}},
10891,125761,Temperature,الحرارة
10892,125762,Template,قالب
10893,,Template Actions,
10894,,Template Category successfully changed to new Category,
10895,,Template Maintenance,
10896,125763,Template Name,اسم القالب
10897,125764,Template names cannot start with numbers.,اسماء القوالب لايمكن ان تبتدئ بأرقام
10898,,Template Repository,
10899,,Template selector changed,
10900,,Template Uploads,
10901,125765,Template:,قالب:
10902,125766,Templates,قوالب
10903,,"Templates are automatically uploaded to the Template Repository. All actions on template disposal such as sending templates based on what locations are selected from the Scope bar or selecting Profiles to activate in portal, will be carried out here.",
10904,,Templates Successfully sent to Locations.,
10905,,Temporal Art.{{Temporal Artery}},
10906,,Temporal Arteries,
10907,125767,Temporal Artery,الشريان الصدغي-Tem. Artery
10908,,Temporary Lodging,
10909,,temp{{temporal}},
10910,125768,Tendon injury,اصابة وتر
10911,125769,Tendonitis / osis / bursitis,"التهاب الوتر, osis, التهاب كيسي"
10912,,Tension,
10913,125770,Tentative Invoice Ref No,رقم الرصيد التجريبي
10914,,Terms and Conditions,
10915,125771,Tertiary,من الدرجة الثالثة
10916,125772,Tertiary Insurance,تأمين من الدرجة الثالثة
10917,125773,Tertiary Insurance Data,بيانات تأمين من الدرجة الثالثة
10918,125774,Tertiary Insurance provider,مقدم تأمين تأمين من الدرجة الثالثة
10919,,Test,
10920,,Test Code Information,
10921,,"Test only, skip updates",
10922,,Test Ordered,
10923,125775,Test Scheduling,جدولة الفحص
10924,125776,Test System,أختبار النظام
10925,,Test Value,
10926,,Test/Order,
10927,,Test/Screening,
10928,,Tests Performed,
10929,125777,Text,نَصّ
10930,125778,Text Diagnosis,تشخيص نَصّي
10931,125779,Text field,حقل نَصّي
10932,,Text for Custom statement message.,
10933,,Text for fifth account message.,
10934,,Text for first account message.,
10935,,Text for fourth account message.,
10936,,Text for second account message.,
10937,,Text for third account message.,
10938,,Text Message permission,
10939,,Text Templates,
10940,125780,Text-date,تاريخ النَصّ
10941,125781,text-date,تاريخ النَصّ
10942,125782,Textarea,منطقة النَصّ
10943,125783,textarea,منطقة النَصّ
10944,125784,Textbox,صندوق النَصّ
10945,125785,textbox,صندوق النَصّ
10946,125786,Textbox list,لائحة صندوق النَصّ
10947,125787,textbox list,لائحة صندوق النَصّ
10948,125788,Thai,تايلندي
10949,125789,Thank You,شكرا لك
10950,,Thank you,
10951,,Thank you for allowing us to serve you.,
10952,125790,Thank you for choosing,شكرا لك لإختيارك
10953,,Thank You.,
10954,125791,The 'Clear' button will remove all annotations.,"زر ""صَفّى"" سوف يزيل كل التذييلات"
10955,,"The 'Edit' window is divided into two columns, 'Active' and 'Inactive'. The groups (AROs) that are listed in the active column are those groups that the user belongs to.",
10956,,The 'Select Codes' section will now have all the CPT and ICD codes that you entered grouped under the categories that you had decided upon,
10957,,The *Tab* key creates each entry.,
10958,,"The 1500 Claim Form may also be used to report patient encounter data to federal, state, and/or other public health agencies",
10959,,The 837P (Professional) is the standard format used by health care professionals and suppliers to transmit health care claims electronically,
10960,,The ability to link individual issues to patient encounters will let the user quickly determine the outcome of the issue over time,
10961,125792,The above statement failed,البيان إعلاة فشل
10962,,The ACL page two sections.,
10963,,The actual amounts that will be displayed must exist in the database,
10964,,The actual tests or procedures that can be searched for and ordered are highlighted in yellow,
10965,,The Add icon is used to setup a tier that will be a direct descendant of this tier,
10966,,"The advantage of integrating the results with the patient's chart as structured data is the ability to manipulate it to see trends in one convenient location, to plot graphs with the data and use it in data analysis",
10967,,The advantage of scanning the results into the chart is simplicity - no setup is required other than defining a directory/folder in the patient's chart under Documents where the result will be stored. Being unstructured data it does not have the above advantages and will not fulfill Meaningful Use criteria for Computerized Provider Order Entry (CPOE),
10968,,The Allscripts solution integrates the Allscripts ePrescribe web site with openEMR,
10969,,The American Medical Association has defined 9 panels that can be ordered. Each panel contains several tests grouped together,
10970,,The amount will be displayed in either the Payment or Adjustment column as the case may be,
10971,125793,The Apache SSL server certificate and public key,شهادة الخادم و المفتاح العام ل SSL اﻷباتشى
10972,,The application generates challenge - a random number and passes it to the USB key along with the nonce and checksum stored in the application,
10973,,The application then uses the public key that the USB device sent on registration to verify the response,
10974,,The appointment status changes and encounter creations are managed through the Patient Tracker.,
10975,,The Auth Name or API key for selected account. Auth Name for Authorize.Net and API Secret for Stripe.,
10976,,The Balance column would be empty,
10977,,"The basic purpose of the authenticator app is to generate a 20 bytes (160 bits) code encoded in base32 using a secure hash function, SHA-1, and is called HMAC-SHA1 (Hash-based Message Authentication Code)",
10978,,The basis for CCR is a Patient Care Referral Form developed by the Massachusetts Department of Public Health,
10979,,The Billed Date/Payor column will show the date the line item payment was received and the Payor name - either insurance or patient,
10980,,The Billed Date/Payor column will show the date the line item was billed and the Payor - either insurance or patient,
10981,,The Body contains the clinical data that may be structured and organized as one or more sections or may be an unstructured blob of data,
10982,,"The Body Site, Administer Via and Laterality boxes can be left as Unassigned",
10983,,The bottom group consists of the Copays,
10984,,The Category column will be Custom Top Group and will be highlighted in pink,
10985,,The Category column will say Order indicating that it is an order,
10986,,The Category will be Result,
10987,,The CDA is a plain text document that is coded using the Extensible Markup Language (XML) and contains a Header and Body,
10988,125794,The Certificate Authority certificate,الشهادة لشهادة السلطة
10989,,The Charge column would be blank,
10990,,The Charge will be the actual amount being charged for each line item,
10991,125795,The claim file: ,ملف المطالبة:
10992,,The CMS 1500 form has 33 boxes and is divided into two sections,
10993,,"The Code column should have 905, the vendor specific Identifying code that was entered previously",
10994,,The Code column will be empty as items listed as a Group are not used in the actual reporting of results and therefore do not have a distinct code number,
10995,,"The Code will be R905, the Identifying Code value that was entered for the Discrete Result",
10996,,The code you entered was not valid,
10997,125796,The compatible staged US Extension SNOMED package has already been installed.,لقد تم تثبيت باقة SNOMED الخاصة بالوﻻيات المتحدة المتطابقة المرحلية
10998,,"The Contacts cell has various bits of contact information like phone numbers, email etc",
10999,,The Continuity of Care Document (CCD) and Continuity of Care Record (CCR) were both selected as acceptable formats to extract information for clinical care summaries as a part of Meaningful Use Stage 1,
11000,,"The Continuity of Care Record (CCR) has been developed jointly by ASTM International - an organization that is involved in the development and delivery of voluntary consensus, the Massachusetts Medical Society (MMS), the Health Information Management and Systems Society (HIMSS), the American Academy of Family Physicians (AAFP), and the American Academy of Pediatrics",
11001,,The Continuity of Care Record (CCR) is the clinical record of the patient’s current and historical health care status,
11002,,The core dataset consists of,
11003,125797,The corresponding private key,المفتاح المتناظر الخاص
11004,,The created report can contain as much or as little information based on the need,
11005,,The Current Authentication Method for the logged in user section will now feature the activated methods,
11006,,The Current Authentication Method lists all the methods that are active,
11007,,The custmomized Fee Sheet can be used. If and when you come across a code that is not there in the custom 'Select Codes' section you can always use the 'Search for Additional Codes' section,
11008,,The Custom Favorite Item Tier should be the direct descendant or child of the relevant Custom Favorite Group,
11009,,"The custom grouping will also let you group two recognized panel of tests into a custom group and thus order them together, e.g. a custom group of Preop Labs may contain two panels, CBC and Renal Panel",
11010,,The dashboard is the central location for convenient access the patient's medical record,
11011,,The Dashboard page is divided into three sections,
11012,,The data integrity test failed for this form,
11013,,The data section of the dashboard page lists all pertinent items related to a patient,
11014,,The dated reminder will start to appear 5 days before the reminder date under Dated Reminders ,
11015,,The default code type to search for in the Fee Sheet.,
11016,,The default fee sheet can be modified and customized to make it more useful.,
11017,,The default fee sheet is divided into several sections and is designed to be filled from top to bottom with the save button at the very end.,
11018,,The default form can be customized by editing it in Administration > Layouts,
11019,,The default has two buttons that is set for 'New Patient' and 'Established' patient,
11020,,"The default installation has six such groups - Accounting, Administrators, Clinicians, Emergency Login, Front Office and Physicians.",
11021,,The default installation has the following items,
11022,,The default installation lists 5 types of issues that can be documented,
11023,,The default installation will not make the phone call automatically,
11024,,The default is 'Standard' usually used to reflect rates charged for insurance billing. You can have a different amount charged for credit card payment and for cash payment,
11025,,"The default is Normal, i.e. it is visible to everyone. Selecting High will restrict it to users belonging to the Physicians and Administrators groups by default",
11026,,The default issue type is set to Problem,
11027,,"The default messaging center is divided into three sections - Messages, Reminders and Recalls",
11028,,The default values for the rendering providers can be set,
11029,125798,the Denial code is,رمز الإنكار هو
11030,125799,the Denial Group code is,رمز مجموعة الإنكار هو
11031,,"The Description column displays the short description that was entered, Serum chemistry tests",
11032,,The Description column will reflect the description value that was entered previously,
11033,,The Description should say Serum Uric Acid result,
11034,,"The Description will detail the type of payment or adjustment - Cash, Check, Electronic etc ",
11035,125800,The destination form was closed,طلب محطة الوصول مغلق
11036,,The destination form was closed.,
11037,125801,The destination form was closed; I cannot act on your selection.,طلب محطة الوصول مغلق; لا أستطيع مساعدتك فى هذا الإختيار
11038,,The difference between the two is that for a panel of tests that are ordered together the individual tests are represented by Discrete Result only and these tests cannot be ordered separately unless they have also been setup as single tests,
11039,,The Discrete result Tier must be the direct descendant or child of a Procedure Order Tier for proper display of results,
11040,,"The Discrete Results for each panel will contain the names of the individual tests to hold the values of the returned results - WBC, Hemoglobin, Platelets, Sodium, Potassium etc",
11041,,The display window can be resized by clicking and dragging the bottom right corner of the window,
11042,,The Each Appointment option will allow a new encounter regardless of same day visit.,
11043,,"The Encounter Preview button is useful for showing encounter type layout forms as seen when using form in an encounter. Note, this feature is only useful for showing encounter forms and won't display system forms like Demographics",
11044,,The Encounters Section will display the date of encounter as well as the presenting complaint,
11045,,The end result was a confusing collection of documents containing ambiguous and/or conflicting information,
11046,,The Enter Details pop-up box will open in the Add Mode,
11047,,The Enter Provider Details pop-up will be visible,
11048,,The entire collection of ACOs forms the Access Control List (ACL).,
11049,,The entity for a Custom Favorite Item is the entity chosen for the Custom Favorite Group and cannot be changed,
11050,125802,The entity performing this procedure,الجهة المنفذة للعملية
11051,,The Entries contain data used for further computer processing,
11052,,The entries highlighted in yellow can be ordered as a test or procedure those highlighted in pink can be ordered as a Custom Group,
11053,125803,"The EP, eligible hospital or CAH who receives a patient from another setting of care or provider of care or believes an encounter is relevant should perform medication reconciliation.",المستشفى المعتمد او مركز العناية الذي يقوم بإستلام المريض من هيئة اخري عليه القيام بالتالي
11054,,"The EP, eligible hospital or CAH who transitions their patient to another setting of care or provider of care or refers their patient to another provider of care should provide summary of care record for each transition of care or referral (Measure A).",
11055,,"The EP, eligible hospital or CAH who transitions their patient to another setting of care or provider of care or refers their patient to another provider of care should provide summary of care record for each transition of care or referral (Measure B).",
11056,125804,"The EP, eligible hospital or CAH who transitions their patient to another setting of care or provider of care or refers their patient to another provider of care should provide summary of care record for each transition of care or referral.",المستشفى المعتمد او مركز العناية الذي يقوم بتحويل المريض من هيئة اخري عليه القيام بتزويد تقرير للحالة و العناية المقدّمة
11057,125805,The event(s) have been approved.,لقد تمت إجازة الحدث
11058,125806,The event(s) have been hidden.,لقد تم إخفاء الحدث
11059,125807,The exported data appears in the text area below.  You can copy and paste this into an email or to any other desired destination.,البيانات المصدرة ظاهرة فى منطقة النص أدناة. يمكنك نسخها الي ايميل او أي مكان أخر اذا أحببت
11060,,The exported data appears in the text area below. You can copy and paste this into an email or to any other desired destination (or) download the below link.,
11061,125808,The exported data appears in the text area below. You can copy and paste this into an email or to any other desired destination.,البيانات المصدرة ظاهرة فى منطقة النص أدناة. يمكنك نسخها الي ايميل او أي مكان أخر اذا أحببت
11062,125809,The exported data appears in the text area below. You can copy and paste this into an email or to any other desired destination.{{MARK FOR DELETION DURING NEXT TRANSLATION BUILD}},البيانات المصدرة ظاهرة فى منطقة النص أدناة. يمكنك نسخها الي ايميل او أي مكان أخر اذا أحببت
11063,,The features of a MedEx enabled installation are explained in this video,
11064,,The file cannot be generated again. Do you want to proceed?,
11065,125810,The file could not be saved to CouchDB.,لم نتمكن من حفظ الملف الي CouchDB.
11066,125811,"The file could not be succesfully renamed, this error is usually related to permissions problems on the storage system.","لم نتمكن من تغيير إسم الملف, هذا يرجع الي خطء في قواعد السماح فى نظام التخزين"
11067,125812,"The file could not be succesfully stored, this error is usually related to permissions problems on the storage system","لم نتمكن من حفظ الملف, هذا يرجع الي خطء في قواعد السماح فى نظام التخزين"
11068,,The filter section can be hidden or revealed by clicking the arrowhead  on the bottom right ,
11069,,The filtered results will show up in the section below it,
11070,,"The finder table is grouped by past procedures then diagnosis code. Although there may be duplicate dx codes, they will be grouped with the appropriate procedure making building diagnoses list easier.",
11071,125813,"The first (""target"") chart is the one that is considered the most complete and accurate. Demographics, history and insurance sections for this one will be retained.","مخطط المريض اﻷول (""الهدف"") هو الذى يعتبر اﻷكمل و اﻷصح. الديموجرافية, التأمين و التاريخ المرضي سيتم إبقائهم."
11072,,The first column contains the Group/Category name that will be displayed on the button,
11073,,"The first column is the name that you gave this entry, i.e. Serum Chemistry. A vertical bar will precede the actual name. That indicates that there are no descendants or children to this entry",
11074,,The first four sections deal with creating procedure orders in a structured manner in order to facilitate easy ordering of tests and entering the returned results manually,
11075,,The first line will show the Encounter date and Reason as well as the Provider for that encounter,
11076,,The first section lets you either link this message to a patient if so desired.,
11077,,"The first Segment in every HL7 Message is always the Message Header, a Segment that conveys the metadata of the message like who sent it and when. The Message header is indicated in the first three letters of the segment as MSH",
11078,,The first step is signing up for a production Direct messaging account with EMR Direct by registering on their website,
11079,,The first step is to download the SNOMED CT release. Access to SNOMED CT is provided by IHTSDO and their member countries. For more information see,
11080,,The first step is to download the VALUESET release. Access to VALUESET is provided by NLM. Only valueset for Eligible Professionals need to be downloaded and it should be downloaded in XML format from Sorted By CMS ID column. For more details see the below link,
11081,125814,The first step is to open an account with the Unified Medical Language System web site,الخطوة الأولي هي فتح حساب مع نظام توحيد اللغة الطبية على موقعهم
11082,,The first step is to plan what your Fee Sheet 'Select Codes' section should display,
11083,,The first step is to select a Transaction type,
11084,,The first step would be to create a top level entry. Do so by clicking on Add Top Level button,
11085,,The first tab is the referral tab that constitutes the referral being made,
11086,,The first two numbers in the first and second colum will be used to determine the sort order of the buttons and the lists that are present in the popup,
11087,125815,The following calendar event has been added:,حدث الرزنامة التالي قد تمت إضافته:
11088,125816,The following calendar event has been modifed:,حدث الرزنامة التالي قد تم تعديله:
11089,125817,The following categories will be removed from your category List,سيتم إزالي الفئات التالية من قائمة الفئات الخاصة بك
11090,125818,The following database release is currently installed,قاعدة البيانات التالية مثيتة حاليا
11091,125819,The following documents were attached to this Direct message:,الوثائق التالية قد تم إرفاقها مع هذة الرسالة المباشرة:
11092,,The following EDI file failed save to archive,
11093,125820,The following EDI file has been uploaded,ملف EDI التالي قد تم تحميله
11094,,The following EDI file upload failed to open,
11095,125821,The following Emergency Login User is activated:,ولوج المستخدم الطارئ قد تم تفعيلة:
11096,125822,The following errors occurred,الأخطاء التالية وقعت
11097,,The following field has an invalid value,
11098,,The following fields are empty.,
11099,125823,The following fields are required,الحقول التالية مطلوبة
11100,,The following fields have to be filled to send a request.,
11101,125824,The following fields have to be filled to send request.,الحقول التالية يجب أن تملأ لإرسال الألتماس
11102,125825,The following International Snomed Release languages are supported,لغات Snomed العالمية التالية مدعومة
11103,,The following items are required for System Scopes,
11104,,The following occurred,
11105,125826,The following problems have the same diagnosis codes. Encounter issues will not be updated. Please use the encounter interface instead.,المشاكل التالية لها نفس الرموز فلن يتم تجديدها. الرجاء استخدام واجهة الزيارات
11106,,The following steps will help customize the Fee Sheet to mimic the old paper superbill with a list of CPT4 and ICD codes arranged in categories,
11107,,The group (ARO) that you created will now appear in alphabetical order in the 'Groups and Access Controls' section.,
11108,,The Header defines the context for the clinical document as a whole,
11109,,The header section will reveal patient specific information across most pages related to the patient's medical record,
11110,,The Health Insurance Claim Form is often referred to by its form number CMS 1500 (HCFA 1500),
11111,,The help file is divided into the following sections,
11112,,The help file there will guide you on further steps in setting up the lab tests,
11113,,The help icon will let you access context sensitive help for each of the pages accessed,
11114,125827,The hostname of the ATNA audit repository machine.,إسم المستضيف لجهاز مستودع التحقق ATNA.
11115,,The hostname or URI of your LDAP or Active Directory server.,
11116,,"The Identifying Code has to be unique in order for the results to display correctly, you could just use R905 as an example",
11117,,"The Identifying code has to be unique, if sending to an external lab the vendor supplied Identifying Code has to be entered. We will enter an arbitrary unique value - WWT01",
11118,,The Identifying Code is a vendor-specific code identifying this procedure or result. You can see examples of it in the paper lab slips that the labs use,
11119,,The Identifying Code is essential for the proper display and tabulation of results,
11120,,"The Identifying Code of R34392-1, an arbitrary number, in this case the Identifying Code preceded by R to indicate result and succeeded by 1 to indicate the first in the sequence, it could be anything unique you choose",
11121,,The information entered here is used to display a summary of the encounter. It is also used for billing purposes,
11122,,The information entered in this form will be used to complete a paper claim,
11123,,The information provided in the New Encounter Form and Fee Sheet in openEMR is used to generate the paper claim as well as electronic claims,
11124,,The initial efforts led to the creation of duplicative and conflicting Implementation Guides (IGs) published by different standards organizations,
11125,,The initial screen lets you select a method by offering you these two options.,
11126,125828,"The initial window is the invoice search page.  At the top you may enter a source (e.g. check number), pay date and check amount.  The reason for the source and pay date is so that you don't have to enter them over and over again for each claim.  The amount that you enter will be decreased for each invoice that is given part of the payment, and hopefully will end at zero when you are done.",النافذة المبدئية مخصصة للبحث عن الإيصالات. فى اﻷعلي يمكنك إدخال منبع (رقم الشيك) المبلغ و تاريخ الدفع.
11127,,"The input should be a CSV file with 3 columns: layout ID, code type and code.",
11128,125829,The installation directory needs to be created.,دليل التثبيت يجب ان يكوّن.
11129,125830,The installed International SNOMED version is not compatible with the staged US Extension SNOMED package.,نسخة SNOMED العالمية غير متوافقة مع نسخة الولايات المتحدة
11130,125831,The installed International SNOMED version is out of date and not compatible with the staged US Extension SNOMED file.,نسخة SNOMED العالمية غير متوافقة مع نسخة الولايات المتحدة و منتهية الصلاحية
11131,125832,The installed version and the staged files are the same.,النسخة المثبتة و المعروضة هما نفس الشيئ.
11132,125833,The installed version is a more recent version than the staged files.,النسخة المثبتة أحدث من النسخة المعروضة.
11133,,The Instruction manual on how to fill the CMS 1500 form can be found here,
11134,,The IP address of your domain controller(s).,
11135,,The Issues can be entered in one of two ways,
11136,,"The Issues section will display all the issues entered for the patient and will display the type of issue, its title and a description",
11137,,The items listed in the 'Active' column delineate the privileges of this group (ARO) and constitutes this group's Access Control List (ACL).,
11138,,The items that have asterisks after them are mandated,
11139,,The job id you submitted was invalid,
11140,125834,The label that appears to the user on the form,العلامة التي تظهر للمستخدم علي الطلب
11141,,The last cell on the line in Encounter,
11142,,"The last line of this encounter block will give the encounter totals of Charges, Payments, Adjustments and the Balance",
11143,,The last section deals with electronic orders,
11144,,The last visit date will automatically be filled,
11145,,The latest version is FHIR – Fast Healthcare Interoperability Resources – is a next generation standards framework created by HL7. This is gaining popularity but has not yet been widely implemented,
11146,,The legacy code finder is still available for codes not found in this finder or code list editing.,
11147,125835,The length should not exceed the following number of characters,الطول يجب الا يتجاوز الرقم التالي من الأحرف
11148,,The log entry with following id has been deleted,
11149,,The log has,
11150,,The log table will show a list of both messages and dated reminders if any,
11151,,"The LOINC code for serum uric acid is 3084-1, LOINC refers to it as Urate in Serum or Plasma",
11152,125836,The merge will not run unless SSN and DOB for the two charts are identical. DOBs cannot be empty.,الدمج لن يحدث حتي يتطابق تاريخ الميلاد مع رقم الضمان الإجتماعي. تواريخ الميلاد لا يجب ان تترك خالية
11153,125837,The message could not be sent at this time.,لا يمكن إرسال الرسالة في هذا الوقت.
11154,,The message status will be New as it a new message that is being created,
11155,,The messages that were sent by the user on that day will be displayed in the table below,
11156,,The messaging center conveniently consolidates communications options in one place,
11157,,The messaging center will open with the Messages tab activated and will display the logged in user's messages as indicated by the caption My Messages,
11158,,The minimum information required to create a new encounter is to select a visit category,
11159,,The miscellaneous billing options for HCFA-1500 form is used to provide additional information for an individual claim,
11160,,The most common method is called 2-Factor Authorization or 2FA,
